system   D            wsystem.c:583  maybe_parent_dir                 [   0.00033] Also searching D:\College Work\Year 2\OOP\Code Projects\Games\SpaceGame\
display  D   display_settings.c:191  debug_display_settings           [   0.02231] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02231] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02232] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02233] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02233] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02234] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02235] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02235] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02236] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02237] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02237] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02238] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02239] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02239] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02240] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02241] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02241] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02242] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02243] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02243] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02244] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02245] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02245] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02246] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02247] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02247] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02248] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02249] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02249] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02250] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02251] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02251] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02252] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02253] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02253] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02254] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02255] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02255] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02256] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02257] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02257] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02258] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02259] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02259] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02260] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02261] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02261] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02262] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02263] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02263] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02264] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02265] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02266] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02267] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02267] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02268] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02269] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02270] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02270] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02271] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02271] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02272] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02273] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02274] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02274] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02275] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02276] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02276] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02277] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02278] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02278] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02279] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02280] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02280] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.02284] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.02322] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.02325] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.04309] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.07610] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.07612] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.07614] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.07618] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.07619] Returning d3d_display: 029A3FA0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.07620] al_display=029A3FA0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.07621] al_display->vt=029A3ED8
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.08038] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.08047] Also searching D:\College Work\Year 2\OOP\Code Projects\Games\SpaceGame\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.08058] PathFindOnPath found: C:\WINDOWS\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.08059] Calling LoadLibrary C:\WINDOWS\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.08179] Loaded C:\WINDOWS\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.08187] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.14369] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.14442] Using DirectSound driver
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14503] Font media/font/arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14504]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14505] added dtor for object 02E6EDA8, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14548] Font media/font/arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14549]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14551] added dtor for object 02E90FC8, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14584] Font media/font/arial.ttf loaded with pixel size 0 x 28.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14585]     ascent=25.0, descent=-6.0, height=32.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14586] added dtor for object 02EB3198, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14606] Font media/font/pixarial_RG.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14607]     ascent=14.0, descent=-3.0, height=17.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14608] added dtor for object 02EB7420, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14629] Font media/font/pixarial_RG.ttf loaded with pixel size 0 x 16.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14630]     ascent=18.0, descent=-4.0, height=22.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14631] added dtor for object 02EBB678, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14651] Font media/font/pixarial_RG.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14651]     ascent=21.0, descent=-5.0, height=25.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14652] added dtor for object 02EBF8F8, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14675] Font media/font/pixarial_RG.ttf loaded with pixel size 0 x 28.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14676]     ascent=32.0, descent=-7.0, height=39.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14677] added dtor for object 02EC3B50, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14702] Font media/font/pixarial_B.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14703]     ascent=14.0, descent=-3.0, height=17.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14704] added dtor for object 02EC7D78, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14727] Font media/font/pixarial_B.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14728]     ascent=21.0, descent=-5.0, height=25.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14729] added dtor for object 02ECBFA0, func 0FDC1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.14751] Font media/font/pixarial_B.ttf loaded with pixel size 0 x 28.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.14751]     ascent=32.0, descent=-7.0, height=39.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.14753] added dtor for object 02ED0230, func 0FDC1B63
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.14754] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.14755] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.14756] added dtor for object 02ED0278, func 0FDC253B
dtor     D               dtor.c:184  _al_register_destructor          [   0.14757] added dtor for object 02ED0490, func 0FDC2941
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.14758] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.14758] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.14814] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.14815] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.14819] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.14831] added dtor for object 02ED09B8, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14834] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14835] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14836] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14838] added dtor for object 02ED0E08, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14839] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14840] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14841] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14843] added dtor for object 02ED0FC0, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14844] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14845] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14846] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14847] added dtor for object 02ED07A8, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14848] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14848] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14849] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14850] added dtor for object 02ED5118, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14863] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14864] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14865] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14866] added dtor for object 02EDD270, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14867] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14868] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14869] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14870] added dtor for object 02EDD388, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14871] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14871] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14872] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14873] added dtor for object 02EDD560, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14873] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14874] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14875] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14876] added dtor for object 02EDD778, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14877] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14877] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14878] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14879] added dtor for object 02EDD910, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14879] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14880] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14880] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14881] added dtor for object 02EDDA28, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14882] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14882] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14883] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14884] added dtor for object 02EDDB40, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14884] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14885] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14885] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14886] added dtor for object 02EDDC58, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14887] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14887] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14888] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14889] added dtor for object 02EDDDB0, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14889] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14890] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14890] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.14891] added dtor for object 02EDDF08, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14892] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14893] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14893] 
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15064] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15066] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15066] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15067] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15069] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15069] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15070] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.15070] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.15071] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.15072] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.15072] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15127] added dtor for object 02EDF2B0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15213] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15214] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15628] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15629] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15630] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15630] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15632] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15632] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.15633] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.15634] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.15634] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.15635] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.15635] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15856] added dtor for object 02F2D7A8, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.18234] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.18236] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21191] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21193] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21194] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21194] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21195] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21196] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21196] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21197] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21197] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.21198] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.21199] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.21200] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.21200] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21698] added dtor for object 02F2DDA0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23373] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26641] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26644] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26645] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26645] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26646] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26647] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26647] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26648] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.26648] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.26649] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.26649] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.26650] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.26651] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26933] added dtor for object 02F2DF00, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.28152] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.28154] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32027] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32029] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32029] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32030] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32030] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32031] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32032] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32032] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32033] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32033] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32034] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32034] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32035] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32176] added dtor for object 02F2E010, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32211] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32664] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32665] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32666] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32667] Fake format
